15231,525.5789795,229.7498779,85.09378815,Cammeo
14656,494.3110046,206.0200653,91.73097229,Cammeo
14634,501.1220093,214.106781,87.76828766,Cammeo
13176,458.3429871,193.3373871,87.44839478,Cammeo
14688,507.1669922,211.7433777,89.31245422,Cammeo
13479,477.0159912,200.0530548,86.65029144,Cammeo
15757,509.2810059,207.2966766,98.33613586,Cammeo
16405,526.5700073,221.6125183,95.43670654,Cammeo
14534,483.6409912,196.6508179,95.05068207,Cammeo
13485,471.5700073,198.272644,87.72728729,Cammeo
13921,481.9930115,203.44487,88.12581635,Cammeo
14405,488.2369995,204.43013,90.62645721,Cammeo
13377,472.9609985,199.9407806,86.68286896,Cammeo
15043,498.2990112,206.0117035,94.76668549,Cammeo
14590,496.1719971,212.1007538,88.60240936,Cammeo
13237,466.0029907,197.9048004,85.70957184,Cammeo
16226,524.2050171,216.8732605,96.65367889,Cammeo
13203,469.4660034,199.3418579,85.38957214,Cammeo
13328,473.0440063,201.3988647,85.25860596,Cammeo
14945,493.1080017,202.0469818,95.07941437,Cammeo
13130,467.9219971,196.1468048,86.20711517,Cammeo
13414,479.901001,203.085968,85.73687744,Cammeo
16104,507.4289856,206.0707397,100.7536316,Cammeo
11827,455.2210083,194.7844543,78.43153381,Cammeo
14479,475.9249878,200.5519409,92.17806244,Cammeo
14306,482.2479858,197.685791,94.05610657,Cammeo
14415,488.1220093,203.5928497,91.034729,Cammeo
14415,490.0660095,206.5392456,90.01753235,Cammeo
14524,480.2120056,199.9330139,93.31210327,Cammeo
13780,497.428009,221.7229004,79.95213318,Cammeo
12768,464.8200073,195.3881531,84.35991669,Cammeo
13047,486.368988,213.1944733,79.28887177,Cammeo
14456,492.9509888,212.4112244,87.36013031,Cammeo
13973,474.0079956,192.3492889,93.77914429,Cammeo
13858,482.5799866,205.0201569,86.9646759,Cammeo
13148,481.7219849,201.5188904,84.54153442,Cammeo
12792,462.072998,194.4810028,84.73088837,Cammeo
15778,515.2730103,214.0378418,95.49766541,Cammeo
15404,509.5169983,217.2975769,91.39753723,Cammeo
14911,494.0889893,207.5602417,92.41060638,Cammeo
15360,504.2319946,210.3907471,94.74095917,Cammeo
15746,503.2309875,204.8744354,99.44870758,Cammeo
14304,489.0369873,211.0266113,86.83942413,Cammeo
15136,518.6439819,221.7091064,88.20763397,Cammeo
12919,475.2600098,201.8156586,83.20626831,Cammeo
15224,510.8819885,213.196167,92.32341003,Cammeo
12950,468.5700073,196.6167908,84.80031586,Cammeo
13536,478.006012,203.1737823,85.91057587,Cammeo
15551,508.4070129,217.0155029,92.15181732,Cammeo
13169,474.8370056,201.3801117,84.48709106,Cammeo
13447,455.6480103,183.9575806,94.45813751,Osmancik
13233,459.8590088,192.5907135,88.34671783,Osmancik
12538,452.6600037,188.8052826,86.10971832,Osmancik
11881,439.1849976,183.8895264,83.34947205,Osmancik
11750,428.375,178.5536194,84.70418549,Osmancik
13700,455.625,185.9585419,94.56549072,Osmancik
12121,439.8420105,183.4670258,84.7644043,Osmancik
12148,434.3070068,177.4776917,88.51750183,Osmancik
12675,456.572998,186.8068237,88.42378235,Osmancik
12432,453.0400085,190.5436554,84.25045776,Osmancik
10982,421.4100037,177.8002625,78.93739319,Osmancik
11672,430.6419983,177.9481506,84.67978668,Osmancik
12546,442.0660095,184.2648315,87.30493164,Osmancik
12357,452.9830017,189.5781097,84.28502655,Osmancik
11455,405.618988,159.5702667,92.32996368,Osmancik
13054,478.4530029,203.219635,83.08084869,Osmancik
12233,425.1809998,170.946106,92.01290894,Osmancik
13518,451.1629944,185.5575867,93.29590607,Osmancik
11605,429.2250061,175.0144958,85.50439453,Osmancik
13010,463.4190063,194.7675629,86.11576843,Osmancik
12293,442.052002,180.3721771,88.5213089,Osmancik
11903,433.7130127,180.9060364,84.36025238,Osmancik
11136,427.1099854,175.6530762,81.91877747,Osmancik
10681,421.256012,178.3694458,77.9608078,Osmancik
13333,467.0249939,196.7969971,87.27310944,Osmancik
11438,433.9179993,178.3515625,83.5476532,Osmancik
11480,419.1069946,170.622406,86.62786865,Osmancik
12725,441.6799927,170.2327576,97.73902893,Osmancik
11715,439.7030029,183.2227325,82.48322296,Osmancik
12659,453.7680054,188.0402985,86.70749664,Osmancik
11201,423.2810059,175.0401611,83.43683624,Osmancik
11382,418.3359985,169.8829651,86.66008759,Osmancik
12388,440.4490051,175.2424622,92.23207855,Osmancik
13078,452.9909973,183.9789734,91.69001007,Osmancik
10774,401.7420044,164.3202362,83.71887207,Osmancik
12408,454.3909912,191.8965302,83.03347778,Osmancik
12345,440.1960144,180.3893738,88.15686035,Osmancik
10286,401.7890015,159.0746613,83.59862518,Osmancik
12340,466.7430115,196.6935425,80.84041595,Osmancik
14723,490.7090149,205.4171295,92.49973297,Osmancik
11042,411.6229858,168.3597412,84.19003296,Osmancik
13335,474.3770142,197.8399048,87.58254242,Osmancik
12274,441.8529968,179.8539124,87.76013947,Osmancik
11358,430.7919922,177.4564819,82.11936951,Osmancik
12289,444.5549927,186.3528595,84.85929871,Osmancik
11893,435.2829895,176.6593475,87.10894012,Osmancik
11866,436.1289978,176.1208649,87.78805542,Osmancik
11168,440.8630066,182.7832794,79.52693176,Osmancik
12405,437.0859985,178.0936584,89.96076965,Osmancik
11327,415.8150024,171.681015,84.50090027,Osmancik
